Geography,No income,R 1 - R 400,R 401 - R 800,R 801 - R 1 600,R 1 601 - R 3 200,R 3 201 - R 6 400,R 6 401 - R 12 800,R 12 801 - R 25 600,R 25 601 - R 51 200,R 51 201 - R 102 400,R 102 401 - R 204 800,R 204 801 or more,Unspecified,Not applicable
79700046: Ward 46,51.3732132,8.9071441,2.0834056,7.8645161,6.7645829,7.6377949,6.7533053,3.2304167,0.5159418,0.0587216,0.0879624,0.067818,4.6551775,0
79700047: Ward 47,51.3843002,9.297207,2.5334107,8.0247571,7.9136342,7.663578,4.7783018,1.8732792,0.2948089,0.0729474,0.0537031,0.0182817,6.0917906,0
79700048: Ward 48,46.8164422,13.1184423,2.7362935,10.5297429,7.8023108,7.3219632,3.1903947,0.9438719,0.2384366,0,0.014885,0.0200383,7.2671787,0
79700049: Ward 49,49.4653107,13.0614087,2.9670248,11.1831997,9.0518362,7.0096379,2.6122511,0.7733694,0.1395333,0.0272524,0.0138453,0.00947,3.6858606,0
79700050: Ward 50,49.4281453,11.5645877,3.3930561,10.5452139,9.7983322,7.3897221,2.9267669,0.9035062,0.3233937,0.012782,0.025381,0.0208984,3.6682144,0
79700051: Ward 51,45.1533033,15.9122988,3.4935556,9.4286609,11.3132699,7.1519953,1.8925667,0.3874206,0.090972,0.0194307,0.015523,0.0154668,5.1061293,0.019407
79700052: Ward 52,45.8928536,14.6743385,4.7326619,10.1012311,10.8236965,6.573881,1.9073981,0.4022595,0.1562148,0.0143122,0.010384,0.0105541,3.1247863,1.5754284
79700053: Ward 53,49.4591861,16.8117681,3.2173789,8.3162247,8.3950352,5.6874758,2.8149176,0.9818256,0.1956336,0.0413568,0.0355975,0.0465675,3.9691674,0.0278654
79700054: Ward 54,46.3538256,13.1837193,3.2176025,10.1669317,10.4185361,6.4847192,2.1652079,0.4514238,0.1563134,0.013358,0.0366312,0.0092703,7.3424611,0
79700055: Ward 55,47.8054619,13.3438804,2.9467553,9.825938,9.5095349,6.4909225,2.7915506,0.7548068,0.2364453,0.0157551,0.0116404,0.0194775,6.2478314,0
79700056: Ward 56,48.8768077,11.1069642,3.0704305,10.9219532,9.3224797,6.5711598,3.0537888,0.9220219,0.2070559,0.0240601,0.0094706,0.0285828,5.5332285,0.3519962
79700057: Ward 57,51.0027683,12.7218129,3.2091014,8.5498437,9.5139091,6.382247,2.8292681,0.7592316,0.1499084,0.0342267,0.0101296,0.0099933,4.8275599,0
79700058: Ward 58,48.8282779,15.070571,3.3588101,8.7886703,8.2866736,6.5643158,3.142226,1.3151336,0.2223657,0.0539411,0.0246936,0.0401928,4.2996183,0.0045103
79700059: Ward 59,47.360204,13.2426522,3.0436037,8.33286,9.2580176,7.3793651,3.205615,0.9278055,0.2122761,0.0291843,0.0336481,0.003558,6.9712104,0
79700060: Ward 60,49.6012911,12.7227917,2.9605027,7.1099351,7.5351803,7.5077344,3.9861563,1.4985764,0.1770028,0.0297039,0.0264246,0.0262705,6.8184302,0
79700061: Ward 61,51.353583,23.4205144,4.0750243,8.7405576,6.2642657,3.0110879,0.7794947,0.2673751,0.0939723,0.0058554,0.0177422,0.0057136,1.9519594,0.0128542
79700062: Ward 62,50.4545017,23.0994041,4.3032463,8.5473712,6.1145142,3.5875544,0.9551459,0.2640654,0.0939458,0.0197123,0.0145527,0.0046601,2.5371322,0.0041936
79700063: Ward 63,51.9576014,16.8194717,3.3513318,8.1967706,6.9796143,4.6159007,1.6464982,0.4188841,0.0782386,0.0130585,0.0128419,0.0162289,5.8174183,0.076141
79700064: Ward 64,50.6769976,14.9776856,3.9444474,9.0776308,7.4497374,5.5147181,2.6965612,0.775091,0.1576721,0.0327094,0.0166142,0.0133339,4.6668013,0
79700065: Ward 65,45.4557393,21.5284765,4.089839,10.866863,7.9813995,3.9928297,1.1497348,0.3783271,0.1621895,0.0087656,0.005715,0.014426,4.3656948,0
79700066: Ward 66,46.7395856,19.3440412,3.8599624,10.3390085,8.1772437,4.5431206,1.7681836,0.4312808,0.1049642,0.0165803,0.013873,0,4.5620433,0.1001127
79700067: Ward 67,46.3571492,15.0061422,3.2544201,9.9677303,8.1898877,5.4512276,3.3920534,1.327939,0.2562389,0.0365697,0.0270213,0.020654,6.3324541,0.3805126
79700068: Ward 68,48.005229,14.2866936,3.8183404,10.2268152,8.0222147,4.651059,1.8598888,0.5735717,0.0783296,0.0219927,0.0205516,0.0142035,8.4211102,0
79700069: Ward 69,49.1196166,9.769883,2.7660789,12.1048597,8.8371326,6.0275839,2.8782726,0.9712956,0.2083558,0.0219715,0.0328501,0.0213044,7.143886,0.0969093
79700070: Ward 70,47.3186907,9.1209049,3.2931682,11.9375634,9.4083122,5.734894,2.4283679,0.7961971,0.1780386,0.0152127,0.0198378,0.0298299,9.2979645,0.421018
79700071: Ward 71,42.8729224,10.8074859,3.0896974,8.9576614,8.2383298,5.8590734,3.124865,1.6099242,0.2818498,0.0258571,0.0445508,0.0080411,3.8304936,11.2492482
79700072: Ward 72,45.3798098,7.1238816,2.7402265,6.4822981,5.7896878,5.8982327,7.5346639,6.1801102,1.8685833,0.3550895,0.2268984,0.1371082,9.1436922,1.1397178
79700073: Ward 73,38.5524316,10.0616877,2.9708639,7.3517961,7.9996998,7.8553117,6.7340118,4.2885982,1.3837326,0.2663049,0.1200316,0.0745081,9.8512153,2.4898067
79700074: Ward 74,37.3806865,9.1241911,2.0379833,8.2114912,7.1587791,8.0629838,7.55996,6.439562,2.4444513,0.5629103,0.2120733,0.1224023,8.7077662,1.9747596
79700075: Ward 75,36.3256173,3.6429795,1.6010198,7.352902,7.5119654,9.1354428,10.0263075,6.9869043,2.0135344,0.4400523,0.183757,0.1591093,12.4379603,2.1824482
79700076: Ward 76,32.4045127,2.8318345,1.7527293,4.7873626,5.3301445,7.644961,9.9286349,8.9076495,3.3711754,0.7724531,0.2706687,0.1843912,19.2812268,2.5322557
79700077: Ward 77,47.1910514,15.9549956,3.074939,8.6420913,7.4374464,6.2724116,4.3782574,2.0004408,0.3510467,0.0471479,0.0506692,0.0142378,4.585265,0
79700078: Ward 78,44.446093,12.6198109,2.5459644,11.1111106,7.344564,6.6347909,5.0057518,3.1938104,0.591074,0.0696752,0.0382635,0.042868,5.4152072,0.941016
79700079: Ward 79,45.212584,17.3849986,4.0964208,11.5119078,7.3871105,4.794753,1.94968,0.5553819,0.2070859,0.0073792,0.0248692,0.0282928,6.8395363,0
79700080: Ward 80,45.6716109,14.3814247,3.1404697,13.6221807,6.2438231,5.4283405,3.7549125,1.5126027,0.3335021,0.0215167,0.0684566,0.0210354,5.7271005,0.073024
79700081: Ward 81,45.2401732,21.9108254,4.0137669,8.874355,7.6835342,4.1598887,1.2365814,0.4088447,0.1348913,0.0129429,0.0178581,0.0209705,6.2853676,0
79700082: Ward 82,47.7642147,13.6232746,3.3297444,10.1289692,6.3368994,6.0300494,4.4558571,1.8594438,0.2592077,0.0440123,0.0561792,0.0087574,4.9488191,1.1545717
79700083: Ward 83,47.5916776,16.3719427,2.6725429,13.0199465,6.5127265,4.4987365,2.9348408,0.9705068,0.2622301,0.0186899,0.058726,0.0084969,5.0789367,0
79700084: Ward 84,45.6416079,16.1402943,4.1096579,10.3373667,7.4037876,5.1541873,2.1330845,0.5732028,0.1602594,0.0320686,0.0347872,0.0177385,8.2619573,0
79700085: Ward 85,47.5495565,15.8680146,2.8012142,8.57926,7.6346459,5.9746627,3.2367753,1.0231024,0.2152845,0.0381402,0.0230625,0.019027,6.3298839,0.7073701
79700086: Ward 86,44.9193842,20.5801594,4.1685238,9.8432199,7.4428995,4.5718662,1.3045447,0.3306475,0.0944347,0.0119347,0.0288998,0.0087194,6.6947662,0
79700087: Ward 87,43.65493,21.6910916,3.6087323,9.8002287,6.7412326,4.5274617,1.9367827,0.6075879,0.1036155,0.017899,0.0355613,0.0262773,4.0989051,3.1496942
79700088: Ward 88,38.7491807,7.5074833,2.0354952,8.4470879,5.7941249,6.6165448,7.2291628,5.6977689,1.7257977,0.3623032,0.1979086,0.1122633,13.9544339,1.5704448
79700089: Ward 89,44.987463,10.2841605,3.4066423,8.5918575,13.6806151,8.2504884,3.2226339,1.5060075,0.4792763,0.1332914,0.044013,0.0567909,5.35676,0
79700090: Ward 90,46.3685128,9.3322659,3.4331375,8.1319439,12.5867619,6.6541358,1.560832,0.4459102,0.1851225,0.1723818,0.0479347,0.0320023,11.0490588,0
79700091: Ward 91,36.4113585,2.35527,1.2310082,3.5723052,4.4174241,6.2666301,11.3888441,12.4505353,4.4377603,0.8092903,0.2565753,0.2697887,15.9536064,0.1796037
79700092: Ward 92,25.4498731,2.3395519,1.3300388,4.7265065,6.1943814,8.1827503,11.1073516,11.1794834,6.2226302,1.8247147,0.4598955,0.3248861,18.4973735,2.1605631
79700093: Ward 93,44.2669443,7.6678984,2.7827467,6.4958057,10.5045589,8.4049941,5.7330118,2.7496361,0.5060807,0.0956284,0.0936582,0.0473366,9.7871572,0.864543
79700094: Ward 94,31.1566594,1.4171169,0.9884475,4.1650806,4.8066395,6.3014736,10.8457988,13.9737014,8.7993147,2.9145246,0.7815852,0.3882481,13.2099683,0.2514414
79700095: Ward 95,48.5056865,11.8103591,2.7665155,8.3051836,8.4668195,7.2040455,4.5757462,1.6470598,0.3394051,0.0202049,0.0308205,0.0300794,6.2980745,0
79700096: Ward 96,48.2118207,15.4513962,3.8832071,10.4785806,8.3164217,4.2050734,1.8220916,0.7836831,0.2005813,0.0211473,0.0380707,0.0168604,6.5710657,0
79700097: Ward 97,36.9592032,2.3610898,1.4955332,6.8475975,7.3305464,8.9310307,10.2763431,7.2826724,1.8507077,0.3217422,0.1527997,0.1325692,14.406591,1.651574
79700098: Ward 98,45.0801123,7.8737395,2.6184561,11.3099329,5.7205787,6.5335161,5.8902688,3.7829239,0.9025199,0.1360823,0.1057949,0.0748769,9.930342,0.0408556
79700099: Ward 99,41.3622472,11.224144,3.4416185,7.6358483,7.0009378,4.4897937,3.0438089,1.5772859,0.2858895,0.0661564,0.0296493,0.0121909,11.5286461,8.3017836
79700100: Ward 100,30.4934607,2.4361544,1.8286925,7.4214318,8.1424144,8.1827569,10.0318648,9.0137215,4.3601561,1.458468,0.5283794,0.2667939,15.7223468,0.1133589
79700101: Ward 101,47.479623,20.1359984,3.8522146,8.6211848,8.6844733,4.8604323,1.5832658,0.3987295,0.0986979,0.0056011,0.0247774,0.0190064,4.2359954,0
79800001: Ward 1,46.9033751,21.45128,3.518777,9.2566555,7.1119639,3.608114,1.0105073,0.3632887,0.0899649,0.0128101,0.0076295,0.0125136,6.0114177,0.6417027
79800002: Ward 2,47.3612811,21.2553466,3.3519364,10.0381239,7.5608814,4.0772204,1.30331,0.3697102,0.1596995,0.0242201,0.0083286,0.0105438,3.8553869,0.6240111
79800003: Ward 3,45.0678717,21.1204482,3.7739081,10.1632632,7.7326609,3.7033872,1.1139764,0.38885,0.2046537,0.0108443,0.0262869,0.0074722,6.5596731,0.1267041
79800004: Ward 4,53.2179416,15.1677553,2.8421209,8.8720869,7.2159179,4.0762778,1.3661184,0.3955908,0.1901771,0.0144258,0.0252254,0.0110287,6.6053334,0
79800005: Ward 5,46.1333775,18.540461,3.8946776,9.4416426,6.6477466,3.4110393,0.9871282,0.3650339,0.1063778,0.0115646,0.0207144,0.0047412,10.3932877,0.0422076
79800006: Ward 6,44.6590681,17.5009769,4.1041745,9.75237,8.3545497,3.1170614,0.9153855,0.3496405,0.1383939,0.0140621,0.0090697,0.0121131,10.6969447,0.3761898
79800007: Ward 7,44.5950979,12.2846596,3.4610705,9.0561459,6.3064065,5.4839299,5.4013178,3.2216474,0.6862136,0.059499,0.0719172,0.0625819,8.6912718,0.6182409
79800008: Ward 8,37.9138274,13.9300978,5.5110741,14.102677,8.4983834,4.1198331,2.6522027,1.4348271,0.4424318,0.0793088,0.0731372,0.0284645,11.0616524,0.1520829
79800009: Ward 9,43.3524349,1.9432931,1.3018251,9.2116529,6.1064925,8.5795705,8.6619167,5.1631686,1.7531716,0.4285997,0.076035,0.0840649,12.7672239,0.5705506
79800010: Ward 10,43.3662244,7.7204591,3.3852198,9.8365835,7.2512312,6.0048791,5.4791964,3.1927794,1.0812038,0.3379586,0.0999456,0.0944176,12.044017,0.1058847
79800011: Ward 11,42.1936321,8.6394735,2.2575097,8.5862145,8.4226299,8.6237471,4.685377,1.6606976,0.3041667,0.0490551,0.0492213,0.0385113,14.4146298,0.0751343
79800012: Ward 12,45.1082737,8.3713195,2.9168399,7.8621005,8.8922231,8.4101401,6.1692876,2.1425658,0.3062352,0.0385259,0.0295708,0.0341783,9.5429576,0.1757819
79800013: Ward 13,47.1541396,4.2098093,1.4626502,3.6285877,5.8368456,9.4170907,11.0547608,5.5184271,0.7042556,0.1148297,0.1182873,0.0494079,10.7309084,0
79800014: Ward 14,48.1984274,5.4291408,1.3513727,6.0489214,6.3705042,7.4436086,9.1044552,6.6624966,1.0669109,0.1456841,0.1076894,0.0894811,7.9813077,0
79800015: Ward 15,46.1728653,11.21456,2.9167333,10.9880754,7.4299242,5.1496003,2.2248249,0.5893464,0.1538952,0.0174724,0.025712,0.0216402,13.0841497,0.0112006
79800016: Ward 16,46.7256949,10.2813345,3.2461957,11.1128007,8.5760839,6.1783558,3.9837555,1.359932,0.3061593,0.0216596,0.0432412,0.0514999,8.016934,0.0963529
79800017: Ward 17,51.6361976,6.7216613,3.341974,9.407736,5.9380857,5.1475631,4.2652712,1.8164578,0.42805,0.0651062,0.0337072,0.030805,10.8416255,0.3257594
79800018: Ward 18,48.4551936,6.5299885,2.5576985,9.266432,4.8625887,6.6964261,5.898747,2.8308395,0.6552723,0.0868977,0.0604118,0.0536464,11.5106543,0.5352037
79800019: Ward 19,43.1274627,9.6017231,3.3017727,9.2093936,7.2784882,5.0933,3.6402768,1.7410207,0.3737868,0.0687907,0.04014,0.1347204,16.343783,0.0453413
79800020: Ward 20,46.2610611,9.1227039,2.9182778,12.487858,9.1968588,6.5641428,2.8862753,0.848661,0.1577785,0.0071183,0.0180688,0.0109775,9.5139674,0.0062506
79800021: Ward 21,47.2401034,10.5936821,2.9634691,11.7814663,9.1502094,7.3245262,4.217615,1.1284636,0.2325173,0.028108,0.0159254,0.0242071,5.299707,0
79800022: Ward 22,44.0026843,6.408077,2.7249474,9.5013574,7.2022948,6.5913558,4.6685046,2.1176136,0.4643362,0.0691104,0.0410349,0.0657246,15.9662646,0.1766944
79800023: Ward 23,26.2548834,1.10974,0.8943334,4.2400124,4.9093144,5.6237786,9.9601192,13.8484922,9.2832081,3.8191432,0.7701898,0.5889919,17.8310109,0.8667825
79800024: Ward 24,46.068978,15.0017191,5.1533472,10.0828957,9.881154,4.6821481,1.8348785,0.5938687,0.1760079,0.0035937,0.02374,0.0276115,6.4700575,0
79800025: Ward 25,44.2206201,9.5970145,2.5375687,10.3561901,8.3823503,6.7128342,4.0471045,1.5932634,0.3985306,0.0555516,0.0429786,0.0554723,11.0903578,0.9101632
79800026: Ward 26,40.9167429,9.2275766,2.9037842,10.7766781,9.1591562,6.4559451,2.8682627,1.0527076,0.1690434,0.0183375,0.0412319,0.027317,16.3832168,0
79800027: Ward 27,49.9990959,8.4643297,2.1873085,11.634378,8.069013,6.8542363,3.6620849,1.5210962,0.3406261,0.0327431,0.0328984,0.0324164,7.1697734,0
79800028: Ward 28,43.1875279,8.404469,2.6197649,9.547791,8.091807,6.2137268,3.275273,1.1991924,0.2177246,0.0325884,0.0559502,0.0080785,16.7592783,0.3868281
79800029: Ward 29,42.7769571,5.5640996,1.9971298,8.5915935,7.104052,6.260631,3.4700606,1.0468283,0.2146976,0.019587,0.0648177,0.030905,18.1596777,4.6989629
79800030: Ward 30,49.0738106,6.6457406,3.4386481,9.6939016,9.3689895,6.4680187,2.21157,0.7018616,0.2256826,0.0235429,0.0303816,0.0035138,11.7975541,0.3167843
79800031: Ward 31,45.9458027,7.5992421,3.1171696,9.8431343,9.8672311,6.0531631,2.2204049,0.6808611,0.1726221,0.055108,0.1077437,0.0167986,14.0606817,0.2600368
79800032: Ward 32,31.6730355,3.4593671,1.3811679,4.0425994,6.7141658,6.4070931,8.2415903,10.9079723,7.7671841,2.2121171,0.5390092,0.3960564,15.8044024,0.4542393
79800033: Ward 33,48.6551683,7.5901195,2.4182742,11.0842243,7.4434064,6.8577633,4.0368536,1.6121337,0.3516654,0.0466449,0.029391,0.0327893,9.5585043,0.2830617
79800034: Ward 34,47.6351427,9.2161899,3.4732628,11.0016721,9.5074788,6.8635104,3.4391657,1.186065,0.1970337,0.0205129,0.0250618,0.020367,7.1091955,0.3053417
79800035: Ward 35,51.3787665,9.3632508,2.8173063,11.3141777,8.1904802,5.4124195,3.0125234,0.7706674,0.1863487,0.0280368,0.050143,0.0095097,5.6507197,1.8156503
79800036: Ward 36,49.2894965,8.8958789,3.3743346,12.1779348,8.6530805,6.8222558,3.3423634,1.2017867,0.2323476,0.0295019,0.0292894,0.0097777,5.5252865,0.4166655
79800037: Ward 37,47.1113383,10.1338157,3.8052113,10.9098631,8.6374362,5.5906751,2.1714419,0.6547118,0.1676582,0.0226224,0.0286419,0.011412,9.3385902,1.4165819
79800038: Ward 38,50.2805399,6.4501151,2.9204731,11.1534879,8.8997053,7.5142854,4.103302,1.4972231,0.380025,0.0682868,0.1146641,0.0801786,6.5192939,0.0184198
79800039: Ward 39,48.0948597,5.7645987,2.4260709,10.1801381,8.9208582,7.3228441,3.3887256,1.1018087,0.3273787,0.0475137,0.0432539,0.0257865,12.3561632,0
79800040: Ward 40,41.8611078,8.3233627,2.7810293,8.6397051,8.963473,5.7810959,2.2863879,0.6527878,0.2711388,0.0317615,0.018139,0.0275174,20.3624938,0
79800041: Ward 41,44.3909616,9.8029523,2.2815557,11.3733139,8.4701056,5.7054649,2.9524665,1.0435628,0.2575205,0.041685,0.0329555,0.009288,13.264601,0.3735667
79800042: Ward 42,44.8798961,12.0433586,2.8963899,11.2181291,8.9070001,6.0284352,2.8612584,0.9999948,0.1843131,0.0146254,0.0391633,0.0294678,9.8979681,0
79800043: Ward 43,47.9605784,9.966249,2.6131084,10.7440024,7.3147615,5.9588125,3.2765177,1.1830971,0.2490836,0.0269493,0.0535954,0.0226389,10.6306059,0
79800044: Ward 44,43.8591381,11.5051468,3.5347886,8.2292547,10.2254031,6.5044692,3.3522811,1.3672564,0.2741706,0.0303635,0.0570222,0.0233948,10.7475808,0.28973
79800045: Ward 45,45.0431056,10.7475499,2.7894692,12.3556504,8.3066532,6.5982125,3.4494534,1.1823959,0.2980084,0.0451981,0.0464467,0.0208217,9.1170348,0
79800046: Ward 46,50.5907807,10.5405549,3.1859544,10.7214878,9.0891107,6.6804058,2.9828752,0.7525706,0.2087127,0.0364805,0.0357386,0.0157889,5.1595391,0
79800047: Ward 47,44.2605302,12.7952958,3.128163,11.041731,10.4142023,6.4722081,3.0435476,1.0537848,0.2562924,0.0245736,0.0359048,0.031247,7.4425194,0
79800048: Ward 48,43.4260051,10.4977288,3.0110329,9.0648829,7.639463,7.3257164,6.0717648,3.1913501,0.5119616,0.0362495,0.0436479,0.0252944,9.1549025,0
79800049: Ward 49,41.3470129,7.0829305,4.0062191,7.9935913,10.1194339,5.966877,2.0906462,0.6238781,0.1448391,0.0092235,0.0339758,0.0274467,19.808622,0.7453038
79800050: Ward 50,42.2292402,16.6312877,2.9153556,8.1844753,7.7020563,4.3077515,1.3833954,0.3527449,0.1209357,0.010364,0.019793,0.009659,16.1329416,0
79800051: Ward 51,54.0229428,9.3031212,3.5230162,10.0999778,8.3725307,5.0146338,2.163135,0.57327,0.0901313,0.0245755,0.01651,0.0247677,6.771388,0
79800052: Ward 52,50.5035869,7.597556,2.6368542,10.7711367,8.7882651,5.8344551,2.7253299,0.9114588,0.2204703,0.0387748,0.0158784,0.0037373,9.9524963,0
79800053: Ward 53,44.0394333,8.0940346,1.8043087,5.2492885,6.6309558,9.84864,9.2600216,4.117199,0.5196832,0.1379286,0.0694015,0.0721749,10.1569303,0
79800054: Ward 54,28.500757,0.8625508,0.9503355,4.7067397,3.9663081,6.3862176,10.9960888,13.3597851,7.0052262,1.7594645,0.5089186,0.3912798,20.1134912,0.4928369
79800055: Ward 55,34.076698,2.213141,2.2073605,8.3524461,8.7477153,8.0756036,8.2563061,5.5979619,1.914351,0.469422,0.1129502,0.0978733,19.1969777,0.6811934
79800056: Ward 56,30.6776532,1.8923775,1.6614923,6.2727393,8.7262055,8.088907,8.5794291,6.9784054,2.9670308,0.837825,0.2207638,0.2024631,21.2899752,1.6047329
79800057: Ward 57,30.4799246,2.2434952,1.6946519,6.6909306,7.3633537,9.7220839,9.5862483,6.3160789,2.0805025,0.3920887,0.1211299,0.2015345,22.7098427,0.3981347
79800058: Ward 58,36.282238,2.271416,1.901224,8.2092633,7.7900271,7.8648793,6.6960908,4.3628648,1.5758113,0.3401079,0.1378883,0.1196277,15.4589967,6.9895648
79800059: Ward 59,31.6558442,2.5793651,2.1103896,8.2251082,18.3441558,12.012987,5.6096681,1.3708514,0.3968254,0.0541126,0.0180375,0.0180375,17.6046176,0
79800060: Ward 60,22.0708325,1.3920626,1.7525577,5.9660868,10.9570431,8.7452384,6.9539331,3.9555894,0.8928122,0.1833667,0.0717421,0.0598416,12.0613059,24.937588
79800061: Ward 61,39.395387,4.3861388,2.321163,7.6399715,13.8855257,8.2468834,3.4386795,1.6412445,0.6983932,0.1289598,0.1548755,0.0933679,15.8011281,2.1682822
79800062: Ward 62,36.8406975,1.127664,1.5106397,5.8736778,19.965919,13.9697609,5.6860007,1.3038956,0.172762,0.0506138,0.027567,0.0404927,13.4255802,0.0047292
79800063: Ward 63,31.2224673,1.6614861,2.3411481,7.5516656,17.6797239,11.9238689,5.134787,1.3987358,0.3535406,0.0461314,0.0741071,0.0310201,20.0643717,0.5169464
79800064: Ward 64,35.9357687,2.5591481,2.0250161,5.3570904,14.9192314,10.3857509,5.6684622,2.3973847,0.5294242,0.0972385,0.0730063,0.0318565,19.1986422,0.8219797
79800065: Ward 65,42.3046857,6.8631901,3.9436499,8.083053,12.7239561,8.3298992,2.2367947,0.99265,0.2464207,0.0521499,0.0243362,0.0140002,12.4918823,1.693332
79800066: Ward 66,27.9291233,1.9271805,1.7942133,5.5096583,10.7455254,8.7895291,6.2581308,4.4338992,2.3728668,0.7922365,0.2429761,0.1230546,22.8397805,6.2418256
79800067: Ward 67,28.9920138,1.2483245,1.5185544,4.5833844,10.2114886,9.6007291,6.0495238,4.5960741,2.4168298,0.7117085,0.1978919,0.1608167,18.200312,11.5123483
79800068: Ward 68,40.5298834,7.6862806,1.7866828,8.0687843,7.1441138,6.6738005,6.9283926,4.4389274,0.8548268,0.1191629,0.0370572,0.0935333,15.3085407,0.3300138
79800069: Ward 69,32.8891199,1.5513421,1.6793812,7.4029206,6.6695424,6.6882683,6.7783668,6.0783565,3.2588855,0.9720807,0.2808977,0.190636,16.0951079,9.4650946
79800070: Ward 70,28.6583958,1.8063854,1.9239708,4.917169,7.0588985,7.749567,12.1987507,11.5846995,3.8901278,0.9124013,0.2766872,0.2545535,16.2605761,2.5078174
79800071: Ward 71,30.1989257,1.744962,1.3315857,5.3406494,4.9921509,7.254274,10.5271006,10.5097575,3.491608,0.5286606,0.2490512,0.2215982,23.5143555,0.0953208
79800072: Ward 72,23.3378164,0.8499671,0.8252612,3.3864831,10.0228654,6.4012351,7.8916216,10.1076105,7.1343816,3.5160198,0.8920402,0.7199121,19.0141695,5.9006163
79800073: Ward 73,25.5893265,1.3569176,1.28471,4.6897861,9.3964663,7.7878428,7.4235484,9.8440205,7.4415284,4.0033796,1.2297768,1.0831648,16.1230401,2.746492
79800074: Ward 74,23.2290374,1.1321731,1.2207062,4.1081226,10.0166957,7.3226872,8.4535644,10.204715,8.6684474,4.3803403,1.5157738,0.8548086,17.0347916,1.8581368
79800075: Ward 75,37.7308364,8.6393342,4.0671651,8.339356,14.5246633,7.1915403,2.1754926,0.6854991,0.2611386,0.0852083,0.0617187,0.0235358,16.0824592,0.1320523
79800076: Ward 76,37.4384159,9.0804403,2.4661133,8.4342267,14.035023,7.5829323,2.0419203,0.7078704,0.1783621,0.018897,0.0184053,0.0187405,17.9293718,0.0492812
79800077: Ward 77,50.8279297,8.9644999,4.5349592,8.1844337,10.7712914,6.9739135,1.8392627,0.4328355,0.1248,0.0219328,0.0320741,0.0136516,7.2319944,0.0464216
79800078: Ward 78,44.7230374,9.3647692,4.4253891,9.3393377,11.2452154,5.9767235,1.6651533,0.4139181,0.1300454,0.0075221,0.0258543,0.00745,12.6755845,0
79800079: Ward 79,43.6713645,11.4129672,3.8922409,9.193303,13.1646541,6.8861163,1.5651697,0.3856439,0.1135688,0.0122589,0.0246746,0.0271134,9.5312082,0.1197166
79800080: Ward 80,40.3260697,6.1620206,4.1984563,8.2556702,12.8879965,7.5341937,1.6404715,0.4465257,0.1311577,0.0258297,0.0201693,0.0334421,18.3379972,0
