Summation Options,Geography,Highest educational level,Count
Person weighted,10203001: Ward 1,Higher Degree Masters / PhD,0.4644395
Person weighted,10203001: Ward 1,Other,0.270923
Person weighted,10203001: Ward 1,No schooling,5.3023505
Person weighted,10203001: Ward 1,Unspecified,0
Person weighted,10203001: Ward 1,Not applicable,10.2857776
Person weighted,10203001: Ward 1,Total,100
Person weighted,10203002: Ward 2,Gade 0,1.8102759
Person weighted,10203002: Ward 2,Grade 1 / Sub A,0.9321223
Person weighted,10203002: Ward 2,Grade 2 / Sub B,1.0232318
Person weighted,10203002: Ward 2,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,1.2022704
Person weighted,10203002: Ward 2,Grade 4 / Std 2,1.4507192
Person weighted,10203002: Ward 2,Grade 5 / Std 3/ABET 2,1.5261851
Person weighted,10203002: Ward 2,Grade 6 / Std 4,1.0015778
Person weighted,10203002: Ward 2,Grade 7 / Std 5/ ABET 3,1.7325786
Person weighted,10203002: Ward 2,Grade 8 / Std 6 / Form 1,2.2924379
Person weighted,10203002: Ward 2,Grade 9 / Std 7 / Form 2/ ABET 4,1.6183362
Person weighted,10203002: Ward 2,Grade 10 / Std 8 / Form 3,5.3949938
Person weighted,10203002: Ward 2,Grade 11 / Std 9 / Form 4,2.1308063
Person weighted,10203002: Ward 2,Grade 12 / Std 10 / Form 5,27.6866869
Person weighted,10203002: Ward 2,NTC I / N1/ NIC/ V Level 2,0.1928661
Person weighted,10203002: Ward 2,NTC II / N2/ NIC/ V Level 3,0.2132409
Person weighted,10203002: Ward 2,NTC III /N3/ NIC/ V Level 4,0.7723878
Person weighted,10203002: Ward 2,N4 / NTC 4,0.8005579
Person weighted,10203002: Ward 2,N5 /NTC 5,0.2835825
Person weighted,10203002: Ward 2,N6 / NTC 6,1.0891323
Person weighted,10203002: Ward 2,Certificate with less than Grade 12 / Std 10,0.2124744
Person weighted,10203002: Ward 2,Diploma with less than Grade 12 / Std 10,0.5343512
Person weighted,10203002: Ward 2,Certificate with Grade 12 / Std 10,2.8253613
Person weighted,10203002: Ward 2,Diploma with Grade 12 / Std 10,6.752859
Person weighted,10203002: Ward 2,Higher Diploma,7.613635
Person weighted,10203002: Ward 2,Post Higher Diploma Masters; Doctoral Diploma,0.7985141
Person weighted,10203002: Ward 2,Bachelors Degree,7.4327623
Person weighted,10203002: Ward 2,Bachelors Degree and Post graduate Diploma,2.0493887
Person weighted,10203002: Ward 2,Honours degree,2.6752226
Person weighted,10203002: Ward 2,Higher Degree Masters / PhD,1.9164201
Person weighted,10203002: Ward 2,Other,0.4249303
Person weighted,10203002: Ward 2,No schooling,1.0482626
Person weighted,10203002: Ward 2,Unspecified,0
Person weighted,10203002: Ward 2,Not applicable,12.5618285
Person weighted,10203002: Ward 2,Total,100
Person weighted,10203003: Ward 3,Gade 0,3.4003464
Person weighted,10203003: Ward 3,Grade 1 / Sub A,2.7550691
Person weighted,10203003: Ward 3,Grade 2 / Sub B,2.4527465
Person weighted,10203003: Ward 3,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,4.0724653
Person weighted,10203003: Ward 3,Grade 4 / Std 2,4.571501
Person weighted,10203003: Ward 3,Grade 5 / Std 3/ABET 2,5.0041278
Person weighted,10203003: Ward 3,Grade 6 / Std 4,6.2749703
Person weighted,10203003: Ward 3,Grade 7 / Std 5/ ABET 3,8.7555457
Person weighted,10203003: Ward 3,Grade 8 / Std 6 / Form 1,9.1026316
Person weighted,10203003: Ward 3,Grade 9 / Std 7 / Form 2/ ABET 4,7.5996783
Person weighted,10203003: Ward 3,Grade 10 / Std 8 / Form 3,7.5300124
Person weighted,10203003: Ward 3,Grade 11 / Std 9 / Form 4,4.7831668
Person weighted,10203003: Ward 3,Grade 12 / Std 10 / Form 5,9.9254309
Person weighted,10203003: Ward 3,NTC I / N1/ NIC/ V Level 2,0.0655531
Person weighted,10203003: Ward 3,NTC II / N2/ NIC/ V Level 3,0.0374876
Person weighted,10203003: Ward 3,NTC III /N3/ NIC/ V Level 4,0.1358173
Person weighted,10203003: Ward 3,N4 / NTC 4,0.0473428
Person weighted,10203003: Ward 3,N5 /NTC 5,0.0895415
Person weighted,10203003: Ward 3,N6 / NTC 6,0.2590612
Person weighted,10203003: Ward 3,Certificate with less than Grade 12 / Std 10,0.0531381
Person weighted,10203003: Ward 3,Diploma with less than Grade 12 / Std 10,0.1665264
Person weighted,10203003: Ward 3,Certificate with Grade 12 / Std 10,0.6610683
Person weighted,10203003: Ward 3,Diploma with Grade 12 / Std 10,1.2221802
Person weighted,10203003: Ward 3,Higher Diploma,1.4017498
Person weighted,10203003: Ward 3,Post Higher Diploma Masters; Doctoral Diploma,0.1335621
Person weighted,10203003: Ward 3,Bachelors Degree,0.8754303
Person weighted,10203003: Ward 3,Bachelors Degree and Post graduate Diploma,0.3201961
Person weighted,10203003: Ward 3,Honours degree,0.4783245
Person weighted,10203003: Ward 3,Higher Degree Masters / PhD,0.347263
Person weighted,10203003: Ward 3,Other,0.2923124
Person weighted,10203003: Ward 3,No schooling,7.0586071
Person weighted,10203003: Ward 3,Unspecified,0
Person weighted,10203003: Ward 3,Not applicable,10.1271459
Person weighted,10203003: Ward 3,Total,100
Person weighted,10203004: Ward 4,Gade 0,1.7920987
Person weighted,10203004: Ward 4,Grade 1 / Sub A,0.8473101
Person weighted,10203004: Ward 4,Grade 2 / Sub B,1.1772695
Person weighted,10203004: Ward 4,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,0.9934474
Person weighted,10203004: Ward 4,Grade 4 / Std 2,1.3576731
Person weighted,10203004: Ward 4,Grade 5 / Std 3/ABET 2,0.8613506
Person weighted,10203004: Ward 4,Grade 6 / Std 4,1.2638823
Person weighted,10203004: Ward 4,Grade 7 / Std 5/ ABET 3,1.5832772
Person weighted,10203004: Ward 4,Grade 8 / Std 6 / Form 1,2.8265284
Person weighted,10203004: Ward 4,Grade 9 / Std 7 / Form 2/ ABET 4,1.7187943
Person weighted,10203004: Ward 4,Grade 10 / Std 8 / Form 3,4.8908014
Person weighted,10203004: Ward 4,Grade 11 / Std 9 / Form 4,2.4792244
Person weighted,10203004: Ward 4,Grade 12 / Std 10 / Form 5,23.3272565
Person weighted,10203004: Ward 4,NTC I / N1/ NIC/ V Level 2,0.2471327
Person weighted,10203004: Ward 4,NTC II / N2/ NIC/ V Level 3,0.3180021
Person weighted,10203004: Ward 4,NTC III /N3/ NIC/ V Level 4,0.4108861
Person weighted,10203004: Ward 4,N4 / NTC 4,0.4798326
Person weighted,10203004: Ward 4,N5 /NTC 5,0.1606559
Person weighted,10203004: Ward 4,N6 / NTC 6,0.7673475
Person weighted,10203004: Ward 4,Certificate with less than Grade 12 / Std 10,0.2112328
Person weighted,10203004: Ward 4,Diploma with less than Grade 12 / Std 10,0.8294777
Person weighted,10203004: Ward 4,Certificate with Grade 12 / Std 10,1.8054742
Person weighted,10203004: Ward 4,Diploma with Grade 12 / Std 10,4.776985
Person weighted,10203004: Ward 4,Higher Diploma,5.4674343
Person weighted,10203004: Ward 4,Post Higher Diploma Masters; Doctoral Diploma,1.1838749
Person weighted,10203004: Ward 4,Bachelors Degree,6.9246689
Person weighted,10203004: Ward 4,Bachelors Degree and Post graduate Diploma,2.6037432
Person weighted,10203004: Ward 4,Honours degree,3.1345899
Person weighted,10203004: Ward 4,Higher Degree Masters / PhD,3.4645084
Person weighted,10203004: Ward 4,Other,1.3089434
Person weighted,10203004: Ward 4,No schooling,1.0509728
Person weighted,10203004: Ward 4,Unspecified,0
Person weighted,10203004: Ward 4,Not applicable,19.7353235
Person weighted,10203004: Ward 4,Total,100
Person weighted,10203005: Ward 5,Gade 0,3.0067457
Person weighted,10203005: Ward 5,Grade 1 / Sub A,2.9229499
Person weighted,10203005: Ward 5,Grade 2 / Sub B,2.6585663
Person weighted,10203005: Ward 5,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.3848048
Person weighted,10203005: Ward 5,Grade 4 / Std 2,4.2118394
Person weighted,10203005: Ward 5,Grade 5 / Std 3/ABET 2,4.0428711
Person weighted,10203005: Ward 5,Grade 6 / Std 4,4.9767248
Person weighted,10203005: Ward 5,Grade 7 / Std 5/ ABET 3,6.937624
Person weighted,10203005: Ward 5,Grade 8 / Std 6 / Form 1,8.9534681
Person weighted,10203005: Ward 5,Grade 9 / Std 7 / Form 2/ ABET 4,9.1116101
Person weighted,10203005: Ward 5,Grade 10 / Std 8 / Form 3,9.8344294
Person weighted,10203005: Ward 5,Grade 11 / Std 9 / Form 4,10.5531222
Person weighted,10203005: Ward 5,Grade 12 / Std 10 / Form 5,11.1774127
Person weighted,10203005: Ward 5,NTC I / N1/ NIC/ V Level 2,0.123269
Person weighted,10203005: Ward 5,NTC II / N2/ NIC/ V Level 3,0.0877875
Person weighted,10203005: Ward 5,NTC III /N3/ NIC/ V Level 4,0.048916
Person weighted,10203005: Ward 5,N4 / NTC 4,0.0375104
Person weighted,10203005: Ward 5,N5 /NTC 5,0.0124028
Person weighted,10203005: Ward 5,N6 / NTC 6,0.0363251
Person weighted,10203005: Ward 5,Certificate with less than Grade 12 / Std 10,0.0366021
Person weighted,10203005: Ward 5,Diploma with less than Grade 12 / Std 10,0.0248055
Person weighted,10203005: Ward 5,Certificate with Grade 12 / Std 10,0.2213336
Person weighted,10203005: Ward 5,Diploma with Grade 12 / Std 10,0.223278
Person weighted,10203005: Ward 5,Higher Diploma,0.0635949
Person weighted,10203005: Ward 5,Post Higher Diploma Masters; Doctoral Diploma,0.0484805
Person weighted,10203005: Ward 5,Bachelors Degree,0.0507244
Person weighted,10203005: Ward 5,Bachelors Degree and Post graduate Diploma,0.0375542
Person weighted,10203005: Ward 5,Honours degree,0.0117965
Person weighted,10203005: Ward 5,Higher Degree Masters / PhD,0
Person weighted,10203005: Ward 5,Other,0.0892745
Person weighted,10203005: Ward 5,No schooling,4.0024464
Person weighted,10203005: Ward 5,Unspecified,0
Person weighted,10203005: Ward 5,Not applicable,13.07173
Person weighted,10203005: Ward 5,Total,100
Person weighted,10203006: Ward 6,Gade 0,3.7254455
Person weighted,10203006: Ward 6,Grade 1 / Sub A,3.4340352
Person weighted,10203006: Ward 6,Grade 2 / Sub B,2.6903846
Person weighted,10203006: Ward 6,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.0157397
Person weighted,10203006: Ward 6,Grade 4 / Std 2,3.1507655
Person weighted,10203006: Ward 6,Grade 5 / Std 3/ABET 2,2.8663402
Person weighted,10203006: Ward 6,Grade 6 / Std 4,4.0104411
Person weighted,10203006: Ward 6,Grade 7 / Std 5/ ABET 3,5.2388973
Person weighted,10203006: Ward 6,Grade 8 / Std 6 / Form 1,8.4117674
Person weighted,10203006: Ward 6,Grade 9 / Std 7 / Form 2/ ABET 4,7.4717522
Person weighted,10203006: Ward 6,Grade 10 / Std 8 / Form 3,9.3676066
Person weighted,10203006: Ward 6,Grade 11 / Std 9 / Form 4,11.3026276
Person weighted,10203006: Ward 6,Grade 12 / Std 10 / Form 5,17.6117701
Person weighted,10203006: Ward 6,NTC I / N1/ NIC/ V Level 2,0.4327277
Person weighted,10203006: Ward 6,NTC II / N2/ NIC/ V Level 3,0.1636286
Person weighted,10203006: Ward 6,NTC III /N3/ NIC/ V Level 4,0.0385952
Person weighted,10203006: Ward 6,N4 / NTC 4,0.1250333
Person weighted,10203006: Ward 6,N5 /NTC 5,0.0625167
Person weighted,10203006: Ward 6,N6 / NTC 6,0.0200627
Person weighted,10203006: Ward 6,Certificate with less than Grade 12 / Std 10,0.0401255
Person weighted,10203006: Ward 6,Diploma with less than Grade 12 / Std 10,0.1809582
Person weighted,10203006: Ward 6,Certificate with Grade 12 / Std 10,0.3661302
Person weighted,10203006: Ward 6,Diploma with Grade 12 / Std 10,0.4657273
Person weighted,10203006: Ward 6,Higher Diploma,0.262277
Person weighted,10203006: Ward 6,Post Higher Diploma Masters; Doctoral Diploma,0.1040274
Person weighted,10203006: Ward 6,Bachelors Degree,0.1619357
Person weighted,10203006: Ward 6,Bachelors Degree and Post graduate Diploma,0.1419196
Person weighted,10203006: Ward 6,Honours degree,0.0613622
Person weighted,10203006: Ward 6,Higher Degree Masters / PhD,0.0837436
Person weighted,10203006: Ward 6,Other,0.0601882
Person weighted,10203006: Ward 6,No schooling,2.4506475
Person weighted,10203006: Ward 6,Unspecified,0
Person weighted,10203006: Ward 6,Not applicable,12.4808202
Person weighted,10203006: Ward 6,Total,100
Person weighted,10203007: Ward 7,Gade 0,3.4330195
Person weighted,10203007: Ward 7,Grade 1 / Sub A,2.4203306
Person weighted,10203007: Ward 7,Grade 2 / Sub B,2.3628848
Person weighted,10203007: Ward 7,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.8244495
Person weighted,10203007: Ward 7,Grade 4 / Std 2,3.3893963
Person weighted,10203007: Ward 7,Grade 5 / Std 3/ABET 2,4.2679165
Person weighted,10203007: Ward 7,Grade 6 / Std 4,5.0597798
Person weighted,10203007: Ward 7,Grade 7 / Std 5/ ABET 3,6.8667531
Person weighted,10203007: Ward 7,Grade 8 / Std 6 / Form 1,9.7871104
Person weighted,10203007: Ward 7,Grade 9 / Std 7 / Form 2/ ABET 4,8.771893
Person weighted,10203007: Ward 7,Grade 10 / Std 8 / Form 3,10.7833947
Person weighted,10203007: Ward 7,Grade 11 / Std 9 / Form 4,5.3115953
Person weighted,10203007: Ward 7,Grade 12 / Std 10 / Form 5,19.6538777
Person weighted,10203007: Ward 7,NTC I / N1/ NIC/ V Level 2,0.1005034
Person weighted,10203007: Ward 7,NTC II / N2/ NIC/ V Level 3,0.0250709
Person weighted,10203007: Ward 7,NTC III /N3/ NIC/ V Level 4,0
Person weighted,10203007: Ward 7,N4 / NTC 4,0.1380646
Person weighted,10203007: Ward 7,N5 /NTC 5,0.1015285
Person weighted,10203007: Ward 7,N6 / NTC 6,0.1139685
Person weighted,10203007: Ward 7,Certificate with less than Grade 12 / Std 10,0.024677
Person weighted,10203007: Ward 7,Diploma with less than Grade 12 / Std 10,0.0503219
Person weighted,10203007: Ward 7,Certificate with Grade 12 / Std 10,0.2287409
Person weighted,10203007: Ward 7,Diploma with Grade 12 / Std 10,0.4394265
Person weighted,10203007: Ward 7,Higher Diploma,0.5168107
Person weighted,10203007: Ward 7,Post Higher Diploma Masters; Doctoral Diploma,0.1011764
Person weighted,10203007: Ward 7,Bachelors Degree,0.1633182
Person weighted,10203007: Ward 7,Bachelors Degree and Post graduate Diploma,0.1381513
Person weighted,10203007: Ward 7,Honours degree,0.0754829
Person weighted,10203007: Ward 7,Higher Degree Masters / PhD,0.0629024
Person weighted,10203007: Ward 7,Other,0.2262685
Person weighted,10203007: Ward 7,No schooling,2.6219828
Person weighted,10203007: Ward 7,Unspecified,0
Person weighted,10203007: Ward 7,Not applicable,9.9392033
Person weighted,10203007: Ward 7,Total,100
Person weighted,10203008: Ward 8,Gade 0,4.4893505
Person weighted,10203008: Ward 8,Grade 1 / Sub A,3.7153031
Person weighted,10203008: Ward 8,Grade 2 / Sub B,2.7863447
Person weighted,10203008: Ward 8,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,3.502026
Person weighted,10203008: Ward 8,Grade 4 / Std 2,3.1361342
Person weighted,10203008: Ward 8,Grade 5 / Std 3/ABET 2,3.9375661
Person weighted,10203008: Ward 8,Grade 6 / Std 4,3.8864112
Person weighted,10203008: Ward 8,Grade 7 / Std 5/ ABET 3,4.8003065
Person weighted,10203008: Ward 8,Grade 8 / Std 6 / Form 1,7.795055
Person weighted,10203008: Ward 8,Grade 9 / Std 7 / Form 2/ ABET 4,8.6124437
Person weighted,10203008: Ward 8,Grade 10 / Std 8 / Form 3,8.8551092
Person weighted,10203008: Ward 8,Grade 11 / Std 9 / Form 4,12.6852221
Person weighted,10203008: Ward 8,Grade 12 / Std 10 / Form 5,14.142506
Person weighted,10203008: Ward 8,NTC I / N1/ NIC/ V Level 2,0.3781659
Person weighted,10203008: Ward 8,NTC II / N2/ NIC/ V Level 3,0.1246155
Person weighted,10203008: Ward 8,NTC III /N3/ NIC/ V Level 4,0.1869233
Person weighted,10203008: Ward 8,N4 / NTC 4,0.1869233
Person weighted,10203008: Ward 8,N5 /NTC 5,0.2513249
Person weighted,10203008: Ward 8,N6 / NTC 6,0.1246155
Person weighted,10203008: Ward 8,Certificate with less than Grade 12 / Std 10,0
Person weighted,10203008: Ward 8,Diploma with less than Grade 12 / Std 10,0.3109688
Person weighted,10203008: Ward 8,Certificate with Grade 12 / Std 10,0.3853802
Person weighted,10203008: Ward 8,Diploma with Grade 12 / Std 10,0.257166
Person weighted,10203008: Ward 8,Higher Diploma,0
Person weighted,10203008: Ward 8,Post Higher Diploma Masters; Doctoral Diploma,0
Person weighted,10203008: Ward 8,Bachelors Degree,0.1948583
Person weighted,10203008: Ward 8,Bachelors Degree and Post graduate Diploma,0.1318469
Person weighted,10203008: Ward 8,Honours degree,0.0603476
Person weighted,10203008: Ward 8,Higher Degree Masters / PhD,0
Person weighted,10203008: Ward 8,Other,0.1260228
Person weighted,10203008: Ward 8,No schooling,2.1387441
Person weighted,10203008: Ward 8,Unspecified,0
Person weighted,10203008: Ward 8,Not applicable,12.7983188
Person weighted,10203008: Ward 8,Total,100
Person weighted,10203009: Ward 9,Gade 0,3.3148115
Person weighted,10203009: Ward 9,Grade 1 / Sub A,2.4040198
Person weighted,10203009: Ward 9,Grade 2 / Sub B,2.3181411
Person weighted,10203009: Ward 9,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.2314459
Person weighted,10203009: Ward 9,Grade 4 / Std 2,2.9136069
Person weighted,10203009: Ward 9,Grade 5 / Std 3/ABET 2,3.148069
Person weighted,10203009: Ward 9,Grade 6 / Std 4,4.0153439
Person weighted,10203009: Ward 9,Grade 7 / Std 5/ ABET 3,4.8432162
Person weighted,10203009: Ward 9,Grade 8 / Std 6 / Form 1,7.1391845
Person weighted,10203009: Ward 9,Grade 9 / Std 7 / Form 2/ ABET 4,6.0151164
Person weighted,10203009: Ward 9,Grade 10 / Std 8 / Form 3,9.3660114
Person weighted,10203009: Ward 9,Grade 11 / Std 9 / Form 4,13.4564315
Person weighted,10203009: Ward 9,Grade 12 / Std 10 / Form 5,19.6339329
Person weighted,10203009: Ward 9,NTC I / N1/ NIC/ V Level 2,0.0874983
Person weighted,10203009: Ward 9,NTC II / N2/ NIC/ V Level 3,0.0891745
Person weighted,10203009: Ward 9,NTC III /N3/ NIC/ V Level 4,0.1568632
Person weighted,10203009: Ward 9,N4 / NTC 4,0.1227056
Person weighted,10203009: Ward 9,N5 /NTC 5,0.0526377
Person weighted,10203009: Ward 9,N6 / NTC 6,0.0348606
Person weighted,10203009: Ward 9,Certificate with less than Grade 12 / Std 10,0.1254307
Person weighted,10203009: Ward 9,Diploma with less than Grade 12 / Std 10,0.3153474
Person weighted,10203009: Ward 9,Certificate with Grade 12 / Std 10,0.3504434
Person weighted,10203009: Ward 9,Diploma with Grade 12 / Std 10,1.151629
Person weighted,10203009: Ward 9,Higher Diploma,0.6927443
Person weighted,10203009: Ward 9,Post Higher Diploma Masters; Doctoral Diploma,0.2075067
Person weighted,10203009: Ward 9,Bachelors Degree,0.4121241
Person weighted,10203009: Ward 9,Bachelors Degree and Post graduate Diploma,0.1909332
Person weighted,10203009: Ward 9,Honours degree,0.1553696
Person weighted,10203009: Ward 9,Higher Degree Masters / PhD,0.1559212
Person weighted,10203009: Ward 9,Other,0.2087509
Person weighted,10203009: Ward 9,No schooling,2.7338132
Person weighted,10203009: Ward 9,Unspecified,0
Person weighted,10203009: Ward 9,Not applicable,11.9569152
Person weighted,10203009: Ward 9,Total,100
Person weighted,10203010: Ward 10,Gade 0,3.0264018
Person weighted,10203010: Ward 10,Grade 1 / Sub A,2.1959841
Person weighted,10203010: Ward 10,Grade 2 / Sub B,2.174077
Person weighted,10203010: Ward 10,Grade 3 / Std 1/ABET 1Kha Ri Gude;SANLI,2.7317237
Person weighted,10203010: Ward 10,Grade 4 / Std 2,3.5882904
Person weighted,10203010: Ward 10,Grade 5 / Std 3/ABET 2,4.7668931
Person weighted,10203010: Ward 10,Grade 6 / Std 4,4.8299949
Person weighted,10203010: Ward 10,Grade 7 / Std 5/ ABET 3,7.601544
Person weighted,10203010: Ward 10,Grade 8 / Std 6 / Form 1,9.69278
Person weighted,10203010: Ward 10,Grade 9 / Std 7 / Form 2/ ABET 4,9.0999064
Person weighted,10203010: Ward 10,Grade 10 / Std 8 / Form 3,9.7929069
